UniqueID;Data;taxon_key;ScientificName;ScientificName_corrected;Species;Level;Genus;Family;Order;Class;FamCode;GenCode;DemersPelagic;EnvTemp;DepthRangeShallow;DepthRangeDeep;Lmax;BodyShape;Feeding_path;K;tm;trophic_level;DepthRangeDeepLevel;KLevel;tmLevel;trophic_levelLevel;LMaxLevel;BodyShapeILevel;EnvTempLevel
182;SAU;601234;Stenotomus caprinus;Stenotomus caprinus;Stenotomus caprinus;species;Stenotomus;Sparidae;Perciformes;Actinopterygii;330;3555;demersal;subtropical;5;185;30;fusiform;benthic;0.75;1;3.4;species;species;species;species;species;species;species
2453;initial;600452;Stenotomus chrysops;Stenotomus chrysops;Stenotomus chrysops;species;Stenotomus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;185;46;short_deep;benthic;0.27;2.6;3.8;genus;species;species;species;species;species;species
2454;initial;600531;Stephanolepis cirrhifer;Stephanolepis cirrhifer;Stephanolepis cirrhifer;species;Stephanolepis;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;demersal;temperate;;141;30;short_deep;benthic;0.3;2.4;2.8;genus;species;species;species;species;species;species
375;SAU;604281;Stephanolepis hispidus;Stephanolepis hispidus;Stephanolepis hispidus;species;Stephanolepis;Monacanthidae;Tetraodontiformes;Actinopterygii;517;4099;reef_associated;tropical;0;293;27.5;short_deep;benthic;0.4;1.9;2.6;species;species;species;species;species;species;species
2455;initial;603310;Stereolepis gigas;Stereolepis gigas;Stereolepis gigas;species;Stereolepis;Polyprionidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;46;250;fusiform;benthic;0.05;11.15;4.5;species;species;species;species;species;species;species
2456;initial;;Stethojulis albovittata;Stethojulis albovittata;Stethojulis albovittata;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;14;fusiform;benthic;1.2;3.18;3.56;species;species;family;species;species;species;species
2457;initial;;Stethojulis balteata;Stethojulis balteata;Stethojulis balteata;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;15;fusiform;benthic;1.15;3.18;3.19;species;genus;family;species;species;genus;species
2458;initial;605640;Stethojulis bandanensis;Stethojulis bandanensis;Stethojulis bandanensis;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;15;fusiform;benthic;1.15;3.18;3.31;species;genus;family;species;species;species;species
2459;initial;;Stethojulis interrupta;Stethojulis interrupta;Stethojulis interrupta;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;18;13;fusiform;benthic;1.15;3.18;3.5;species;genus;family;species;species;species;species
2460;initial;;Stethojulis notialis;Stethojulis notialis;Stethojulis notialis;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;6;7.39;fusiform;benthic;1.15;3.18;3.36;species;genus;family;genus;species;genus;species
2461;initial;605641;Stethojulis strigiventer;Stethojulis strigiventer;Stethojulis strigiventer;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;15;fusiform;benthic;1.15;3.18;3.11;species;genus;family;species;species;species;species
2462;initial;;Stethojulis trilineata;Stethojulis trilineata;Stethojulis trilineata;species;Stethojulis;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;15;fusiform;benthic;1.1;3.18;3.36;species;species;family;genus;species;species;species
2620;add_June2020;;Stolephorus commersonnii;Stolephorus commersonnii;Stolephorus commersonnii;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;454;6287;pelagic_neritic;tropical;0;50;10;fusiform;pelagic;0.960;0.9;3.1;species;species;species;species;species;species;species
65;SAU;600569;Stolephorus indicus;Stolephorus indicus;Stolephorus indicus;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;454;6287;pelagic_neritic;tropical;20;50;15.5;elongate;pelagic;1.05;0.8;3.6;species;species;species;species;species;species;species
66;SAU;600571;Stolephorus insularis;Stolephorus insularis;Stolephorus insularis;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;454;6287;reef_associated;tropical;0;50;8;fusiform;pelagic;3.68;0.3;3.59;species;species;species;genus;species;species;species
67;SAU;600575;Stolephorus pacificus;Stolephorus pacificus;Stolephorus pacificus;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;454;6287;reef_associated;subtropical;0;50;7.7;elongate;pelagic;1.26;0.7;3.59;species;species;species;genus;species;species;species
2463;initial;;Stolephorus tri;Stolephorus tri;Stolephorus tri;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;50;9.5;fusiform;pelagic;1.03;0.8;3.23;species;species;species;genus;species;species;species
2464;initial;600578;Stolephorus waitei;Stolephorus waitei;Stolephorus waitei;species;Stolephorus;Engraulidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;50;151.62;elongate;pelagic;0.16;5.26;3.3;species;species;species;genus;species;species;species
2465;initial;;Strangomera bentincki;Strangomera bentincki;Strangomera bentincki;species;Strangomera;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;75.12;20.17;fusiform;benthic;1.19;1.18;3.17;family;family;family;family;family;family;family
2466;initial;612930;Stromateus brasiliensis;Stromateus brasiliensis;Stromateus brasiliensis;species;Stromateus;Stromateidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;subtropical;;133;264.81;fusiform;pelagic;0.5;1.4;3.4;species;species;species;species;species;species;species
2467;initial;601198;Stromateus fiatola;Stromateus fiatola;Stromateus fiatola;species;Stromateus;Stromateidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;subtropical;;70;50;short_deep;pelagic;0.39;1.7;4;species;species;species;species;species;species;species
663;SAU;608121;Strongylura incisa;Strongylura incisa;Strongylura incisa;species;Strongylura;Belonidae;Beloniformes;Actinopterygii;207;666;reef_associated;tropical;0;3;100;elongate;pelagic;0.17;3.6;4.2;species;species;species;species;species;species;species
122;SAU;600974;Strongylura marina;Strongylura marina;Strongylura marina;species;Strongylura;Belonidae;Beloniformes;Actinopterygii;207;666;reef_associated;tropical;0;5;111;elongate;pelagic;0.17;3.6;3;genus;species;species;species;species;species;species
2468;initial;;Suezichthys cyanolaemus;Suezichthys cyanolaemus;Suezichthys cyanolaemus;species;Suezichthys;Labridae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;6;9.7;elongate;benthic;0.4;3.18;3.45;species;family;family;genus;species;species;species
2469;initial;;Sufflamen albicaudatum;Sufflamen albicaudatum;Sufflamen albicaudatum;species;Sufflamen;Balistidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;22;short_deep;benthic;0.31;1;3.36;species;family;family;genus;species;species;species
2470;initial;606029;Sufflamen bursa;Sufflamen bursa;Sufflamen bursa;species;Sufflamen;Balistidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;25;short_deep;benthic;0.31;1;3.36;species;family;family;genus;species;species;species
2471;initial;605842;Sufflamen chrysopterum;Sufflamen chrysopterum;Sufflamen chrysopterum;species;Sufflamen;Balistidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;30;short_deep;benthic;0.31;1;3.45;species;family;family;species;species;species;species
2472;initial;601312;Sufflamen fraenatum;Sufflamen fraenatum;Sufflamen fraenatum;species;Sufflamen;Balistidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;186;38;short_deep;benthic;0.31;1;3.36;species;family;family;genus;species;species;species
2473;initial;;Sufflamen verres;Sufflamen verres;Sufflamen verres;species;Sufflamen;Balistidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;36;40;short_deep;benthic;0.31;1;3.27;species;family;family;species;species;species;species
2474;initial;;Syacium gunteri;Syacium gunteri;Syacium gunteri;species;Syacium;Paralichthyidae;Pleuronectiformes;Actinopterygii;NA;NA;reef_associated;tropical;;95;323.62;flat;benthic;0.7;1.1;3.3;species;species;species;species;species;species;species
2475;initial;613978;Syacium ovale;Syacium ovale;Syacium ovale;species;Syacium;Paralichthyidae;Pleuronectiformes;Actinopterygii;NA;NA;demersal;tropical;;60;23;flat;benthic;0.64;1.2;4;species;species;species;species;species;species;species
767;SAU;616720;Symbolophorus barnardi;Symbolophorus barnardi;Symbolophorus barnardi;species;Symbolophorus;Myctophidae;Myctophiformes;Actinopterygii;167;7292;pelagic_neritic;subtropical;100;800;11.6;elongate;pelagic;0.28;3;3.1;species;species;species;species;species;species;species
2476;initial;600059;Symphodus melops;Symphodus melops;Symphodus melops;species;Symphodus;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;temperate;;40.63;28;fusiform;benthic;0.31;2.47;3.4;genus;species;species;species;species;species;species
2477;initial;600214;Symphorichthys spilurus;Symphorichthys spilurus;Symphorichthys spilurus;species;Symphorichthys;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;60;fusiform;benthic;0.26;3.03;3.8;species;family;family;species;species;species;species
2478;initial;;Symphorus nematophorus;Symphorus nematophorus;Symphorus nematophorus;species;Symphorus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;100;fusiform;pelagic;0.23;3.03;4.18;species;species;family;species;species;species;species
732;SAU;613632;Symphurus atramentatus;Symphurus atramentatus;Symphurus atramentatus;species;Symphurus;Cynoglossidae;Pleuronectiformes;Actinopterygii;442;1555;reef_associated;tropical;1;200;14.4;short_deep;benthic;0.77;1.1;3.5;species;species;species;species;species;species;species
635;SAU;607532;Symphurus plagusia;Symphurus plagusia;Symphurus plagusia;species;Symphurus;Cynoglossidae;Pleuronectiformes;Actinopterygii;442;1555;demersal;tropical;0;75;25;short_deep;benthic;0.56;1.3;3.3;species;species;species;species;species;species;species
47;SAU;600357;Synagrops japonicus;Synagrops japonicus;Synagrops japonicus;species;Synagrops;Acropomatidae;Perciformes;Actinopterygii;512;4786;demersal;tropical;50;1000;35;fusiform;benthic;0.25;2.8;4.3;species;species;species;species;species;species;species
543;SAU;605825;Synanceia verrucosa;Synanceia verrucosa;Synanceia verrucosa;species;Synanceia;Synanceiidae;Scorpaeniformes;Actinopterygii;578;5743;reef_associated;tropical;0;30;40;fusiform;pelagic;0.14;4.9;4.2;species;species;species;species;species;species;species
2479;initial;607292;Synodus binotatus;Synodus binotatus;Synodus binotatus;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;88;18;elongate;pelagic;0.44;2;4.29;species;genus;genus;genus;species;species;species
2480;initial;;Synodus capricornis;Synodus capricornis;Synodus capricornis;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;demersal;subtropical;;88;21;elongate;pelagic;0.44;2;4.29;species;genus;genus;genus;species;species;species
2481;initial;612620;Synodus dermatogenys;Synodus dermatogenys;Synodus dermatogenys;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;91;24;elongate;pelagic;0.44;2;4.29;species;genus;genus;genus;species;species;species
857;SAU;612961;Synodus englemani;Synodus variegatus;Synodus variegatus;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;3;121;40;elongate;benthic;0.43;1.7;4.2;species;species;species;species;species;species;species
2482;initial;602719;Synodus foetens;Synodus foetens;Synodus foetens;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;200;458;elongate;benthic;0.4;1.7;4.5;species;species;species;species;species;species;species
2483;initial;;Synodus hoshinonis;Synodus hoshinonis;Synodus hoshinonis;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;demersal;tropical;;96;26;elongate;pelagic;0.58;2;4.17;species;species;genus;species;species;species;species
2484;initial;602720;Synodus intermedius;Synodus intermedius;Synodus intermedius;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;subtropical;;320;46;elongate;pelagic;0.44;2;4.35;species;genus;genus;species;species;species;species
2485;initial;607943;Synodus jaculum;Synodus jaculum;Synodus jaculum;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;20;elongate;pelagic;0.44;2;4.29;species;genus;genus;genus;species;species;species
2486;initial;;Synodus lacertinus;Synodus lacertinus;Synodus lacertinus;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;27;20;elongate;pelagic;0.44;2;4.2;species;genus;genus;species;species;species;species
787;SAU;650023;Synodus marchenae;Synodus marchenae;Synodus marchenae;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;160;3034;demersal;subtropical;;138;25;elongate;benthic;0.64;2;4.4;genus;species;species;genus;genus;species;species
836;SAU;602724;Synodus myops;Trachinocephalus myops;Trachinocephalus myops;species;Trachinocephalus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;40;elongate;benthic;0.24;2.9;4.4;species;species;species;species;species;species;species
310;SAU;602722;Synodus poeyi;Synodus poeyi;Synodus poeyi;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;160;3034;reef_associated;tropical;27;320;25;elongate;benthic;0.68;1.1;4.7;species;species;species;species;species;species;species
2487;initial;;Synodus saurus;Synodus saurus;Synodus saurus;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;demersal;subtropical;;400;40;elongate;pelagic;0.44;2;4.32;species;genus;genus;species;species;species;species
2488;initial;614155;Synodus scituliceps;Synodus scituliceps;Synodus scituliceps;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;demersal;tropical;;30;41.2;elongate;benthic;0.51;1.4;4.2;species;species;species;species;species;species;species
2489;initial;;Synodus ulae;Synodus ulae;Synodus ulae;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;demersal;tropical;;121;30;elongate;pelagic;0.44;2;4.2;species;genus;genus;species;species;species;species
2490;initial;605398;Synodus variegatus;Synodus variegatus;Synodus variegatus;species;Synodus;Synodontidae;Aulopiformes;Actinopterygii;NA;NA;reef_associated;tropical;3;121;40;elongate;benthic;0.43;1.7;4.2;species;species;species;species;species;species;species
817;SAU;;Takifugu chinensis;Takifugu chinensis;Takifugu chinensis;species;Takifugu;Tetraodontidae;Tetraodontiformes;Actinopterygii;448;320;demersal;subtropical;;87.2;55;short_deep;benthic;0.26;2.6;3.34;family;species;species;genus;species;species;species
665;SAU;608198;Takifugu rubripes;Takifugu rubripes;Takifugu rubripes;species;Takifugu;Tetraodontidae;Tetraodontiformes;Actinopterygii;448;320;demersal;temperate;;87.2;80;fusiform;benthic;0.65;1;3.6;family;species;species;species;species;species;species
700;SAU;610301;Takifugu vermicularis;Takifugu vermicularis;Takifugu vermicularis;species;Takifugu;Tetraodontidae;Tetraodontiformes;Actinopterygii;448;320;demersal;temperate;;87.2;30;short_deep;benthic;0.46;1.6;3.34;family;species;species;genus;species;species;species
2491;initial;603561;Taractichthys steindachneri;Taractichthys steindachneri;Taractichthys steindachneri;species;Taractichthys;Bramidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;tropical;;700;60;short_deep;pelagic;0.15;4.4;4.5;species;species;species;genus;species;species;species
2492;initial;600458;Tautoga onitis;Tautoga onitis;Tautoga onitis;species;Tautoga;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;75;91;fusiform;benthic;0.09;7.01;3.3;species;species;species;species;species;species;species
2493;initial;603672;Tautogolabrus adspersus;Tautogolabrus adspersus;Tautogolabrus adspersus;species;Tautogolabrus;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;temperate;;128;38;fusiform;benthic;0.2;3.62;3.7;species;species;species;species;species;species;species
2494;initial;601596;Tenualosa ilisha;Tenualosa ilisha;Tenualosa ilisha;species;Tenualosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;200;60;fusiform;pelagic;0.49;1.38;2.9;species;species;species;species;species;species;species
2495;initial;;Tenualosa macroura;Tenualosa macroura;Tenualosa macroura;species;Tenualosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;50;52;fusiform;pelagic;1.07;0.6;2.7;species;species;species;species;species;species;species
2496;initial;601600;Tenualosa toli;Tenualosa toli;Tenualosa toli;species;Tenualosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;87.5;60;fusiform;benthic;0.7;0.93;2.5;genus;species;species;species;species;species;species
2497;initial;604458;Terapon jarbua;Terapon jarbua;Terapon jarbua;species;Terapon;Terapontidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;350;36;fusiform;benthic;0.24;2.94;3.9;species;species;species;species;species;species;species
243;SAU;601772;Tetragonurus cuvieri;Tetragonurus cuvieri;Tetragonurus cuvieri;species;Tetragonurus;Tetragonuridae;Perciformes;Actinopterygii;424;3377;pelagic_neritic;temperate;1;800;70;elongate;pelagic;0.1;6.4;3.8;species;species;species;species;species;species;species
2498;initial;;Tetrapturus albidus;Kajikia albida;Kajikia albida;species;Kajikia;Istiophoridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;150;300;elongate;pelagic;0.58;0.9;4.5;species;species;species;species;species;species;species
2499;initial;603915;Tetrapturus angustirostris;Tetrapturus angustirostris;Tetrapturus angustirostris;species;Tetrapturus;Istiophoridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;1830;230;elongate;pelagic;0.45;1.2;4.5;species;species;species;species;species;species;species
2500;initial;;Tetrapturus audax;Kajikia audax;Kajikia audax;species;Kajikia;Istiophoridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;200;420;elongate;pelagic;0.41;1.3;4.5;species;species;species;species;species;species;species
247;SAU;601823;Tetrapturus belone;Tetrapturus belone;Tetrapturus belone;species;Tetrapturus;Istiophoridae;Perciformes;Actinopterygii;419;4881;pelagic_neritic;subtropical;0;200;240;elongate;pelagic;0.51;1.1;4.4;species;species;species;species;species;species;species
2501;initial;600220;Tetrapturus pfluegeri;Tetrapturus pfluegeri;Tetrapturus pfluegeri;species;Tetrapturus;Istiophoridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;200;254;elongate;pelagic;0.37;1.5;4.4;species;species;species;species;species;species;species
2502;initial;;Thalassoma amblycephalum;Thalassoma amblycephalum;Thalassoma amblycephalum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;15;16;fusiform;pelagic;0.88;1;3.1;species;genus;genus;species;species;species;species
2503;initial;;Thalassoma ballieui;Thalassoma ballieui;Thalassoma ballieui;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;39.5;fusiform;benthic;0.88;1;3.92;species;genus;genus;species;species;species;species
2504;initial;;Thalassoma bifasciatum;Thalassoma bifasciatum;Thalassoma bifasciatum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;25;fusiform;pelagic;0.75;1;3.49;species;species;genus;species;species;species;species
2505;initial;;Thalassoma duperrey;Thalassoma duperrey;Thalassoma duperrey;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;37.79;28;fusiform;benthic;0.88;1;3.84;genus;genus;species;species;species;species;species
2506;initial;;Thalassoma genivittatum;Thalassoma genivittatum;Thalassoma genivittatum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;37.79;20;fusiform;benthic;0.88;1;3.5;genus;genus;genus;species;species;species;species
2507;initial;;Thalassoma grammaticum;Thalassoma grammaticum;Thalassoma grammaticum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;42;32;fusiform;benthic;0.88;1;3.5;species;genus;genus;species;species;species;species
2508;initial;605643;Thalassoma hardwicke;Thalassoma hardwicke;Thalassoma hardwicke;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;20;fusiform;benthic;1;1;3.5;species;species;genus;species;species;species;species
2509;initial;;Thalassoma hebraicum;Thalassoma hebraicum;Thalassoma hebraicum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;23;fusiform;benthic;0.88;1;3.5;species;genus;genus;species;species;species;species
2510;initial;;Thalassoma heiseri;Thalassoma heiseri;Thalassoma heiseri;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;37.79;11.62;fusiform;benthic;0.88;1;3.55;genus;genus;genus;genus;species;species;species
2511;initial;;Thalassoma jansenii;Thalassoma jansenii;Thalassoma jansenii;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;20;fusiform;benthic;0.88;1;3.5;species;genus;genus;species;species;species;species
2512;initial;;Thalassoma lucasanum;Thalassoma lucasanum;Thalassoma lucasanum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;64;15;fusiform;benthic;0.88;1;3.45;species;genus;genus;species;species;species;species
2513;initial;605645;Thalassoma lunare;Thalassoma lunare;Thalassoma lunare;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;20;25;fusiform;benthic;0.88;1;3.5;species;genus;genus;species;species;species;species
2514;initial;605646;Thalassoma lutescens;Thalassoma lutescens;Thalassoma lutescens;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;30;30;fusiform;benthic;0.88;1;3.55;species;genus;genus;genus;species;species;species
2515;initial;;Thalassoma nigrofasciatum;Thalassoma nigrofasciatum;Thalassoma nigrofasciatum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;20;fusiform;benthic;0.88;1;3.55;species;genus;genus;genus;species;species;species
283;SAU;602500;Thalassoma pavo;Thalassoma pavo;Thalassoma pavo;species;Thalassoma;Labridae;Perciformes;Actinopterygii;362;2886;reef_associated;subtropical;1;150;25;fusiform;benthic;0.28;2.6;3.5;species;species;species;species;species;species;species
2516;initial;605647;Thalassoma purpureum;Thalassoma purpureum;Thalassoma purpureum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;10;46;fusiform;benthic;0.88;1;3.75;species;genus;genus;species;species;species;species
2517;initial;605648;Thalassoma quinquevittatum;Thalassoma quinquevittatum;Thalassoma quinquevittatum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;17;fusiform;benthic;0.88;1;3.58;species;genus;genus;species;species;species;species
2518;initial;;Thalassoma rueppellii;Thalassoma rueppellii;Thalassoma rueppellii;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;37.79;20;fusiform;benthic;0.88;1;3.5;genus;genus;genus;species;species;species;species
2519;initial;;Thalassoma septemfasciata;Thalassoma septemfasciata;Thalassoma septemfasciata;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;37.79;31;fusiform;benthic;0.88;1;3.55;genus;genus;genus;genus;species;genus;species
2520;initial;605649;Thalassoma trilobatum;Thalassoma trilobatum;Thalassoma trilobatum;species;Thalassoma;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;10;30;fusiform;benthic;0.88;1;3.75;species;genus;genus;species;species;species;species
33;SAU;600256;Thaleichthys pacificus;Thaleichthys pacificus;Thaleichthys pacificus;species;Thaleichthys;Osmeridae;Osmeriformes;Actinopterygii;80;7428;pelagic_neritic;temperate;0;300;34;elongate;pelagic;0.34;2.3;3.3;species;species;species;species;species;species;species
2521;initial;;Thamnaconus analis;Thamnaconus analis;Thamnaconus analis;species;Thamnaconus;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;subtropical;;360;19.3;short_deep;pelagic;0.47;1;3.4;species;genus;family;genus;species;genus;species
2522;initial;600318;Theragra chalcogramma;Gadus chalcogrammus;Gadus chalcogrammus;species;Gadus;Gadidae;;;183;3348;benthopelagic;polar_deep;;1280;91;fusiform;pelagic;0.41;1.7;3.6;species;species;species;species;species;species;species
68;SAU;600582;Thryssa baelama;Thryssa baelama;Thryssa baelama;species;Thryssa;Engraulidae;Clupeiformes;Actinopterygii;454;9432;reef_associated;tropical;0;50;16;fusiform;benthic;0.64;1.2;2.9;species;species;species;species;species;species;species
2523;initial;600142;Thunnus alalunga;Thunnus alalunga;Thunnus alalunga;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;600;140;fusiform;pelagic;0.23;2.66;4.3;species;species;species;species;species;species;species
2524;initial;600143;Thunnus albacares;Thunnus albacares;Thunnus albacares;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;tropical;;250;239;fusiform;pelagic;0.31;1.83;4.4;species;species;species;species;species;species;species
2525;initial;600144;Thunnus atlanticus;Thunnus atlanticus;Thunnus atlanticus;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;tropical;;838;107.95;fusiform;pelagic;0.15;4.02;4.4;genus;species;species;species;species;species;species
2526;initial;600145;Thunnus maccoyii;Thunnus maccoyii;Thunnus maccoyii;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;temperate;;2743;245;fusiform;pelagic;0.15;3.73;3.9;species;species;species;species;species;species;species
2527;initial;600146;Thunnus obesus;Thunnus obesus;Thunnus obesus;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;250;250;fusiform;pelagic;0.25;2.27;4.5;species;species;species;species;species;species;species
2528;initial;614290;Thunnus orientalis;Thunnus orientalis;Thunnus orientalis;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;200;300;fusiform;pelagic;0.1;5.36;4.34;species;species;species;genus;species;species;species
2529;initial;600147;Thunnus thynnus;Thunnus thynnus;Thunnus thynnus;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;985;458;fusiform;pelagic;0.08;6.58;4.4;species;species;species;species;species;species;species
2530;initial;600148;Thunnus tonggol;Thunnus tonggol;Thunnus tonggol;species;Thunnus;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;838;144.98;fusiform;pelagic;0.32;1.92;4.5;genus;species;species;species;species;species;species
2531;initial;600489;Thyrsites atun;Thyrsites atun;Thyrsites atun;species;Thyrsites;Gempylidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;subtropical;;550;200;elongate;pelagic;0.19;3.1;3.6;species;species;species;species;species;species;species
57;SAU;600490;Thyrsitops lepidopoides;Thyrsitops lepidopoides;Thyrsitops lepidopoides;species;Thyrsitops;Gempylidae;Perciformes;Actinopterygii;414;2327;demersal;temperate;30;350;40;fusiform;pelagic;0.35;2;3.9;species;species;species;species;species;species;species
2532;initial;;Tilodon sexfasciatum;Tilodon sexfasciatum;Tilodon sexfasciatum;species;Tilodon;Kyphosidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;120;40;short_deep;benthic;0.3;7.23;3.5;species;family;family;species;species;species;species
36;SAU;600269;Tinca tinca;Tinca tinca;Tinca tinca;species;Tinca;Cyprinidae;Cypriniformes;Actinopterygii;122;6222;demersal;temperate;1;24.82;70;fusiform;benthic;0.12;5.5;3.7;family;species;species;species;species;species;species
